,16,22,24,27,28,30,34,35,36,37,39,40,42,44,6,77,9,default_expert
eth.dst,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eth.dst.ig,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eth.dst.lg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eth.padding,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eth.src,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eth.src.ig,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eth.src.lg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eth.type,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.checksum,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.dsfield,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.dsfield.dscp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.dsfield.ecn,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.dst,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.flags,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.flags.df,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.flags.mf,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.flags.rb,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.frag_offset,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.hdr_len,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.id,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.len,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.proto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.src,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.ttl,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ip.version,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.ack,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.ack_raw,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.checksum,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.dstport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.flags,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.flags.ack,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.flags.ae,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.flags.cwr,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.flags.ece,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.flags.fin,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.flags.push,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.flags.res,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.flags.reset,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.flags.str,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.flags.syn,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.flags.urg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.hdr_len,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.len,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.option_kind,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
tcp.option_len,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
tcp.options,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
tcp.options.mss,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
tcp.options.mss_val,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
tcp.options.nop,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
tcp.options.sack,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
tcp.options.sack.dsack_le,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tcp.options.sack.dsack_re,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tcp.options.sack_le,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
tcp.options.sack_perm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
tcp.options.sack_re,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
tcp.options.timestamp,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1
tcp.options.timestamp.tsecr,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1
tcp.options.timestamp.tsval,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1
tcp.options.wscale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
tcp.options.wscale.multiplier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
tcp.options.wscale.shift,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
tcp.seq,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.seq_raw,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.srcport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.stream,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.urgent_pointer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.window_size,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tcp.window_size_scalefactor,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
tcp.window_size_value,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tls.alert_message.desc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.alert_message.level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ber.bitstring.padding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.cms.RC2CBCParameters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.cms.attrType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.cms.rc2WrapParameter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.certificate_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.certificates_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.cipher_suites_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.ciphersuite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.comp_method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.comp_methods_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extension.len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extension.type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_alpn_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_alpn_str,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_alpn_str_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_ec_point_format,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_ec_point_formats_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_npn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_npn_str_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_padding_data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_reneg_info_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_server_name,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_server_name_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_server_name_list_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_server_name_type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_status_request_exts_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_status_request_responder_ids_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_status_request_type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_supported_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.extensions_supported_groups_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.g_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.ocsp_response_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.p_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.random_bytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.random_time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.server_curve_type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.server_named_curve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.server_point_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.session_id_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.sig_hash_alg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.sig_hash_alg_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.sig_hash_hash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.sig_hash_sig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.sig_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.version,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.handshake.ys_len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.logotypecertextn.hashValue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.logotypecertextn.mediaType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ns.cert.exts.CertType.object.signing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ns.cert.exts.CertType.object.signing.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ns.cert.exts.CertType.reserved.for.future.use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ns.cert.exts.CertType.smime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ns.cert.exts.CertType.smime.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ns.cert.exts.CertType.ssl.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ns.cert.exts.CertType.ssl.client,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ns.cert.exts.CertType.ssl.server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ns_cert_exts.CertType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ocsp.ArchiveCutoff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ocsp.byKey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ocsp.issuerKeyHash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ocsp.issuerNameHash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tls.ocsp.nextUpdate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
